ticker,price,sma50,sma150,sma200,high_52w,low_52w,return_3m,return_6m,return_9m,return_12m,k_ratio,rs_rating,stage2,gates_passed,g1_price_above_150_200,g2_sma150_above_sma200,g3_sma200_trending_up,g4_sma50_above_150_200,g5_price_above_sma50,g6_30pct_above_52w_low,g7_within_25pct_of_52w_high,g8_rs_rating_ge_70,name,sector,country,currency,index,dist_from_high,rank_rs,rank_prox,rank_1yr,rank_k,composite,rank_overall
IUVL.L,19.559999465942383,18.83234981536865,16.791233259836833,15.870324945449829,19.635000228881836,11.195699691772461,0.04570967900153433,0.39864139764946716,0.5383404822029298,0.7386666191948785,55.75282282243984,83.5,True,8,True,True,True,True,True,True,True,True,iShares Edge MSCI USA Value,Factor,UK,GBP,Factor ETF,0.003819748513632904,0.44419642857142855,0.8392857142857143,0.6183035714285714,0.9441964285714286,0.7114955357142857,66
TVTX,65.27999877929688,60.264399948120115,45.16449993133545,42.41707491874695,67.5199966430664,21.200000762939453,0.42501630260499423,1.3964757462484085,0.8731707786952267,2.0865248206483527,27.252234534967705,97.1,True,8,True,True,True,True,True,True,True,True,"Travere Therapeutics, Inc.",Health Care,US,USD,US $1bn+,0.033175325461150706,0.9319196428571429,0.4799107142857143,0.9308035714285714,0.47098214285714285,0.7034040178571429,67
BNY,164.83999633789062,157.37940063476563,138.20955271402994,132.54289825439454,164.83999633789062,102.3199234008789,0.15766554564557622,0.4362085634183903,0.4698682528195044,0.5824861412852806,54.299000145370506,84.0,True,8,True,True,True,True,True,True,True,True,The Bank of New York Mellon Cor,Finance,US,USD,US $1bn+,0.0,0.46651785714285715,0.9375,0.4732142857142857,0.9330357142857143,0.7025669642857143,68
TEN,43.7400016784668,39.82111389160156,38.10163786570231,34.644428405761715,44.470001220703125,21.040000915527344,0.18216220752612955,0.2587050842724259,0.77085021568483,1.0410639783286748,35.067213511109614,89.9,True,8,True,True,True,True,True,True,True,True,Tsakos Energy Navigation Limited,Consumer Discretionary,US,USD,US $1bn+,0.016415550308023715,0.6685267857142857,0.6830357142857143,0.7700892857142857,0.6875,0.7022879464285714,69
VIR,11.385000228881836,9.738000011444091,9.329400014877319,8.585500013828277,11.630000114440918,4.789999961853027,0.31618505560307386,0.19214659701548875,0.8157895157121646,1.2149806468119957,30.971005344476488,91.9,True,8,True,True,True,True,True,True,True,True,"Vir Biotechnology, Inc.",Health Care,US,USD,US $1bn+,0.021066198035102922,0.7477678571428571,0.640625,0.8191964285714286,0.5870535714285714,0.6986607142857142,70
CGEO.L,4420.0,4270.8,3959.5,3726.225,4510.0,2320.0,0.10499999999999998,0.20272108843537406,0.5427574171029668,0.8808510638297873,55.94343055851083,84.5,True,8,True,True,True,True,True,True,True,True,Georgia Capital PLC,Financial Services,UK,GBp,UK $1bn+,0.019955654101995565,0.47879464285714285,0.6495535714285714,0.7098214285714286,0.9486607142857143,0.6967075892857143,71
EWTX,43.06999969482422,42.240900115966795,35.667500038146976,32.983075056076046,48.349998474121094,13.699999809265137,0.21017138269645175,0.5481667924977436,0.8469125325238933,1.9459644344707998,50.677065781191715,95.0,True,8,True,True,True,True,True,True,True,True,"Edgewise Therapeutics, Inc.",Health Care,US,USD,US $1bn+,0.10920370105332987,0.8582589285714286,0.10491071428571429,0.9196428571428571,0.9017857142857143,0.6961495535714286,72
GNK,27.649999618530273,25.614199981689453,23.880822257995604,22.47503514289856,27.649999618530273,14.874430656433105,0.1198865540885512,0.29260147254188995,0.5031825252693045,0.6624346336272144,45.57087692925235,82.6,True,8,True,True,True,True,True,True,True,True,Genco Shipping & Trading Limited,Consumer Discretionary,US,USD,US $1bn+,0.0,0.40848214285714285,0.9375,0.5691964285714286,0.8683035714285714,0.6958705357142857,73
TBBB,49.77000045776367,43.92600021362305,39.31813353220622,37.8042001247406,50.90999984741211,24.1200008392334,0.2625571478836848,0.5031712334732938,0.5081818320534446,0.9157044393650335,38.46362650980012,89.9,True,8,True,True,True,True,True,True,True,True,BBB Foods Inc.,Consumer Staples,US,USD,US $1bn+,0.02239244535582898,0.6685267857142857,0.6183035714285714,0.7276785714285714,0.7589285714285714,0.693359375,74
SFL,12.859999656677246,11.76659999847412,11.087338320414226,10.277547221183777,12.859999656677246,6.588143825531006,0.1733576288245624,0.24201131476926196,0.5970838715301259,0.6442883401215911,39.99222084371338,84.3,True,8,True,True,True,True,True,True,True,True,SFL Corporation Ltd.,Consumer Discretionary,US,USD,US $1bn+,0.0,0.47098214285714285,0.9375,0.546875,0.7901785714285714,0.6863839285714286,75
PTGX,145.72000122070312,140.99640014648438,112.71390009562174,106.06297508239746,158.6199951171875,56.189998626708984,0.49640588756114856,0.5823651538223193,0.6930405685764855,1.4449665260306372,43.39800987870515,94.9,True,8,True,True,True,True,True,True,True,True,"Protagonist Therapeutics, Inc.",Health Care,US,USD,US $1bn+,0.08132640457436616,0.8549107142857143,0.16964285714285715,0.8705357142857143,0.84375,0.6847098214285714,76
AXGN,48.279998779296875,45.19219985961914,39.70480000813802,37.546100006103515,51.72999954223633,15.59000015258789,0.1280373747645116,0.6910683036595306,0.7042004556765638,2.135064933456444,36.651427776506715,95.1,True,8,True,True,True,True,True,True,True,True,"Axogen, Inc.",Health Care,US,USD,US $1bn+,0.06669245686195316,0.8627232142857143,0.21205357142857142,0.9375,0.7254464285714286,0.6844308035714286,77
KRYS,358.239990234375,349.75739807128906,304.5468323771159,290.32459938049317,378.1499938964844,137.4600067138672,0.19016608051287376,0.4121170987694567,0.6473833310680681,1.3922536910475793,41.28595375092125,91.7,True,8,True,True,True,True,True,True,True,True,"Krystal Biotech, Inc.",Health Care,US,USD,US $1bn+,0.0526510749265266,0.7388392857142857,0.3236607142857143,0.8549107142857143,0.8147321428571429,0.6830357142857143,78
OPY,122.88999938964844,113.8174041748047,101.65894902547201,94.28148935317994,124.73999786376953,63.119808197021484,0.2626117032542623,0.4391481246731024,0.8197244085548108,0.6843298113982537,38.570316673332684,90.1,True,8,True,True,True,True,True,True,True,True,Oppenheimer Holdings Inc.,Finance,US,USD,US $1bn+,0.014830836185691662,0.6796875,0.7008928571428571,0.5892857142857143,0.7611607142857143,0.6827566964285715,79
ARWR,86.33999633789062,84.00890014648438,73.78633328755697,71.13680009841919,89.58999633789062,27.170000076293945,0.18128335837843057,0.44332993611434235,0.3267768019499362,2.083571297781808,29.089314381889395,93.5,True,8,True,True,True,True,True,True,True,True,"Arrowhead Pharmaceuticals, Inc.",Health Care,US,USD,US $1bn+,0.036276371613439454,0.8013392857142857,0.45089285714285715,0.9285714285714286,0.53125,0.6780133928571428,80
MFG,11.229999542236328,10.414199905395508,9.335600001017253,8.902100019454956,11.319999694824219,6.090000152587891,0.17962174393364982,0.3933001188069889,0.557558874177555,0.7171253222843212,39.20242893415216,86.4,True,8,True,True,True,True,True,True,True,True,"Mizuho Financial Group, Inc.",Finance,US,USD,US $1bn+,0.007950543729169967,0.5379464285714286,0.7767857142857143,0.6116071428571429,0.7767857142857143,0.67578125,81
S32.L,276.6000061035156,239.53999969482422,234.2230160522461,221.80223709106446,278.20001220703125,124.56635284423828,0.13546797690135093,0.16708863334816715,0.6505555783695889,1.1581489829032794,27.220967468894756,88.4,True,8,True,True,True,True,True,True,True,True,South32 Limited,Basic Materials,UK,GBp,UK $1bn+,0.005751279774656984,0.609375,0.8258928571428571,0.7946428571428571,0.46651785714285715,0.6741071428571429,82
CXW,34.709999084472656,31.893600082397462,24.45833329518636,23.06204996109009,34.709999084472656,16.1299991607666,0.49547610743739434,0.921926916439223,0.8661289447634923,0.7468544347485693,20.238910784866405,94.3,True,8,True,True,True,True,True,True,True,True,"CoreCivic, Inc.",Real Estate,US,USD,US $1bn+,0.0,0.8292410714285714,0.9375,0.6272321428571429,0.29910714285714285,0.6732700892857143,83
CIB,100.58000183105469,89.90281677246094,76.9962989807129,74.16312002182006,103.26000213623047,49.63634490966797,0.4425883470632064,0.5949841659684771,0.6248667099899641,1.059214662523627,29.714566730484655,93.3,True,8,True,True,True,True,True,True,True,True,Grupo Cibest S.A.,Finance,US,USD,US $1bn+,0.025953905188187663,0.7924107142857143,0.5714285714285714,0.7723214285714286,0.5535714285714286,0.6724330357142858,84
CHEF,114.36000061035156,104.7156999206543,82.66636655171712,77.48202491760254,115.5199966430664,54.599998474121094,0.41639836061561675,0.8181239719573059,0.8965174470527288,0.7526436875149665,27.42572986965588,93.8,True,8,True,True,True,True,True,True,True,True,"The Chefs' Warehouse, Inc.",Consumer Discretionary,US,USD,US $1bn+,0.010041517195494721,0.8125,0.7566964285714286,0.6316964285714286,0.4888392857142857,0.6724330357142857,85
LITE,881.2550048828125,816.3882006835937,799.3521341959636,685.2210503387452,1053.0899658203125,149.39999389648438,0.020372637710902364,0.5780656848186252,1.9086242422856694,5.209956889164056,35.75612010998257,98.0,True,8,True,True,True,True,True,True,True,True,Lumentum Holdings Inc.,Telecommunications,US,USD,US $1bn+,0.1631721567146904,0.9575892857142857,0.03571428571428571,0.984375,0.7053571428571429,0.6707589285714286,86
BFH,110.87000274658203,105.56000015258789,90.22996047973633,85.64080638885498,113.4000015258789,53.58917999267578,0.21688071566081635,0.5393854937977351,0.564886238475995,0.6704308189735437,46.920455120868546,88.1,True,8,True,True,True,True,True,True,True,True,"Bread Financial Holdings, Inc.",Consumer Discretionary,US,USD,US $1bn+,0.02231039457895868,0.5948660714285714,0.6205357142857143,0.5803571428571429,0.875,0.6676897321428571,87
TRMD,35.18000030517578,29.911899871826172,28.842675933837892,26.745453119277954,35.18000030517578,18.06005096435547,0.23699014221349413,0.30702269383361047,0.7304417913029886,0.6656346559109256,30.754427439228785,87.9,True,8,True,True,True,True,True,True,True,True,TORM plc,Consumer Discretionary,US,USD,US $1bn+,0.0,0.5848214285714286,0.9375,0.5714285714285714,0.5758928571428571,0.6674107142857143,88
TIGO,94.83000183105469,94.42262664794922,82.61134274800618,75.04097427368164,104.30999755859375,42.705833435058594,0.15656168317252717,0.41474809531484325,0.8997651039562296,1.1653857829441496,73.85124754056307,91.6,True,8,True,True,True,True,True,True,True,True,Millicom International Cellular S.A.,Telecommunications,US,USD,US $1bn+,0.09088290623546312,0.7354910714285714,0.13616071428571427,0.796875,0.9955357142857143,0.666015625,89
WTTR,20.059999465942383,19.754600105285643,17.165964374542238,15.592837414741517,22.184724807739258,8.255752563476562,0.11382560860677038,0.4564672486506802,0.8138089460654334,1.3459378327033091,55.849920386334794,91.8,True,8,True,True,True,True,True,True,True,True,"Select Water Solutions, Inc.",Energy,US,USD,US $1bn+,0.09577424828166692,0.7433035714285714,0.12276785714285714,0.8482142857142857,0.9464285714285714,0.6651785714285714,90
GSAT,82.33999633789062,81.31299987792968,75.16153327941895,72.1787000465393,84.43000030517578,29.940000534057617,0.010430709245349057,0.4588943717465832,0.2636585590889313,1.6829584524286814,28.352029849502742,89.7,True,8,True,True,True,True,True,True,True,True,"Globalstar, Inc.",Consumer Discretionary,US,USD,US $1bn+,0.02475428117648643,0.6618303571428571,0.5892857142857143,0.890625,0.5133928571428571,0.6637834821428571,91
PARR,81.31999969482422,74.25179992675781,61.54919985453288,56.01129987716675,86.02999877929688,32.81999969482422,0.46101329352779663,0.6640065781087579,0.8204612274051553,1.3805620625898465,32.95153269241591,95.1,True,8,True,True,True,True,True,True,True,True,"Par Pacific Holdings, Inc.",Energy,US,USD,US $1bn+,0.05474833373595395,0.8627232142857143,0.29910714285714285,0.8526785714285714,0.6339285714285714,0.662109375,92
CNC,67.04000091552734,65.53299980163574,53.30653327941894,50.335549907684324,68.72000122070312,28.84000015258789,0.07556552135581662,0.5358533464375972,0.7273898104436598,1.3399651590978432,27.318712860953827,91.4,True,8,True,True,True,True,True,True,True,True,Centene Corporation,Health Care,US,USD,US $1bn+,0.02444703543849256,0.7243303571428571,0.5982142857142857,0.84375,0.47767857142857145,0.6609933035714286,93
BC94.L,4908.0,4505.676116943359,4144.382725830078,3633.4320443725587,6010.0,968.0700073242188,-0.03858961802154748,0.5842479018721756,1.7902217168845933,2.9201277955271565,36.66959301514982,97.1,True,8,True,True,True,True,True,True,True,True,"Samsung Electronics Co., Ltd.",Technology,UK,USD,UK $1bn+,0.18336106489184692,0.9319196428571429,0.020089285714285716,0.9620535714285714,0.7276785714285714,0.6604352678571428,94
RNG,73.38999938964844,54.82850296020508,43.59157625834147,39.77591485977173,76.36000061035156,24.73785400390625,0.7353983873455607,0.7523489288571081,1.5182523657274438,1.4118473539754852,25.099876237775607,96.9,True,8,True,True,True,True,True,True,True,True,"RingCentral, Inc.",Technology,US,USD,US $1bn+,0.03889472494714077,0.9252232142857143,0.42410714285714285,0.859375,0.42857142857142855,0.6593191964285714,95
CPAC,12.619999885559082,11.957399997711182,11.083466663360596,10.600799992084504,12.699999809265137,6.380000114440918,0.21346157196710913,0.20419851496158548,0.8724036074359431,0.8751857131935741,27.247031404659634,89.5,True,8,True,True,True,True,True,True,True,True,Cementos Pacasmayo S.A.A.,Industrials,US,USD,US $1bn+,0.006299206685632521,0.6506696428571429,0.8102678571428571,0.7053571428571429,0.46875,0.6587611607142857,96
KYMR,117.38999938964844,114.05220031738281,93.848599802653,89.08934978485108,127.30999755859375,43.2599983215332,0.5835694555382687,0.4060366797612509,0.7789059431702003,1.7817534897473686,33.28184276496585,95.8,True,8,True,True,True,True,True,True,True,True,"Kymera Therapeutics, Inc.",Health Care,US,USD,US $1bn+,0.07792002481485938,0.8883928571428571,0.18080357142857142,0.9084821428571429,0.6473214285714286,0.65625,97
BVA.L,25.899999618530273,23.672399826049805,20.690810534159343,20.341432800292967,25.899999618530273,14.73835563659668,0.3015075434681407,0.4343971354012619,0.42674701413060756,0.7516688930613948,26.47196027384626,88.2,True,8,True,True,True,True,True,True,True,True,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial Services,UK,EUR,UK $1bn+,0.0,0.5993303571428571,0.9375,0.6294642857142857,0.45535714285714285,0.6554129464285714,98
ILMN,218.22000122070312,198.17559936523438,156.8351995340983,151.87274974822998,227.69000244140625,91.0,0.3443814155628362,0.7510832644134913,0.7055100150488991,1.2340294895468,30.438786963915437,94.0,True,8,True,True,True,True,True,True,True,True,"Illumina, Inc.",Health Care,US,USD,US $1bn+,0.0415916426683694,0.8214285714285714,0.40401785714285715,0.8258928571428571,0.5691964285714286,0.6551339285714286,99
DK,71.86000061035156,63.41139991760254,49.02284051259359,44.79008512496948,74.33999633789062,26.356430053710938,0.4884010444748834,0.7085711139729896,0.9077419656043395,1.2930044663737772,25.436866740363794,95.3,True,8,True,True,True,True,True,True,True,True,"Delek US Holdings, Inc.",Energy,US,USD,US $1bn+,0.03336018092154552,0.8694196428571429,0.47767857142857145,0.8370535714285714,0.43526785714285715,0.6548549107142857,100
