ticker,price,sma50,sma150,sma200,high_52w,low_52w,return_3m,return_6m,return_9m,return_12m,k_ratio,rs_rating,stage2,gates_passed,g1_price_above_150_200,g2_sma150_above_sma200,g3_sma200_trending_up,g4_sma50_above_150_200,g5_price_above_sma50,g6_30pct_above_52w_low,g7_within_25pct_of_52w_high,g8_rs_rating_ge_70,name,sector,country,currency,index,dist_from_high,rank_rs,rank_prox,rank_1yr,rank_k,composite,rank_overall
NMM,92.16000366210938,79.64900009155274,72.50135185241699,67.88699222564698,92.16000366210938,43.42521667480469,0.28571433133008517,0.3861409497746928,0.6526396465640774,0.9243442951877199,56.431763423257536,90.6,True,8,True,True,True,True,True,True,True,True,Navios Maritime Partners L.P.,Consumer Discretionary,US,USD,US $1bn+,0.0,0.6953125,0.9375,0.7299107142857143,0.9508928571428571,0.8284040178571429,17
RVMD,210.02000427246094,196.7881005859375,149.10076675415038,134.0558249282837,221.14999389648438,40.45000076293945,0.407357838808164,1.1343496038181087,1.7033079890923917,4.392041082378949,64.54261444966264,98.1,True,8,True,True,True,True,True,True,True,True,"Revolution Medicines, Inc.",Health Care,US,USD,US $1bn+,0.05032778625909956,0.9598214285714286,0.34375,0.9799107142857143,0.984375,0.8169642857142857,18
CCC.L,5590.0,4806.04,3953.4652473958336,3728.3327172851564,5670.0,2241.535400390625,0.2785910338517841,0.7481649972422277,0.8536575966870845,1.433054355291028,43.342695328143634,94.5,True,8,True,True,True,True,True,True,True,True,Computacenter plc,Technology,UK,GBp,UK $1bn+,0.014109347442680775,0.8381696428571429,0.7120535714285714,0.8683035714285714,0.8415178571428571,0.8150111607142857,19
MPC,388.8999938964844,321.9378372192383,262.3638878377279,241.34643516540527,388.8999938964844,161.8190460205078,0.4842944139590921,0.7575017897770802,1.0632897794055798,1.1947530943134281,32.09528497500379,95.4,True,8,True,True,True,True,True,True,True,True,Marathon Petroleum Corporation,Energy,US,USD,US $1bn+,0.0,0.8738839285714286,0.9375,0.8080357142857143,0.6183035714285714,0.8094308035714286,20
NESR,34.75,30.613299942016603,25.871800015767416,23.434025015830994,36.310001373291016,9.529999732971191,0.45397491860449435,0.6658676406152964,1.3591310984334362,2.57878474392175,55.22989061817155,97.3,True,8,True,True,True,True,True,True,True,True,National Energy Services Reunited Corp.,Energy,US,USD,US $1bn+,0.04296340716854185,0.9419642857142857,0.3950892857142857,0.9553571428571429,0.9375,0.8074776785714286,21
TXG,62.650001525878906,50.87340019226074,32.41486675262451,28.938700070381163,65.12000274658203,11.34000015258789,1.0183633916885317,2.010571991047468,2.5058756901863983,3.616801984879518,41.53916186684592,98.6,True,8,True,True,True,True,True,True,True,True,"10x Genomics, Inc.",Industrials,US,USD,US $1bn+,0.03792999257563404,0.9832589285714286,0.4375,0.9754464285714286,0.8236607142857143,0.8049665178571429,22
ELVN,59.31999969482422,55.666899871826175,43.185700047810876,37.633600053787234,61.150001525878906,15.140000343322754,0.7090176104718113,1.0149456052556785,1.8247618902297247,1.964517691969014,42.139066800130365,97.6,True,8,True,True,True,True,True,True,True,True,"Enliven Therapeutics, Inc.",Health Care,US,USD,US $1bn+,0.029926439662969165,0.9497767857142857,0.5200892857142857,0.921875,0.828125,0.8049665178571428,23
IOVA,8.789999961853027,5.898199987411499,4.411999998092651,3.928400001525879,8.989999771118164,1.809999942779541,1.078014166008996,0.7134502467376624,2.9773754796960152,2.9954544415158697,33.783954546457075,98.3,True,8,True,True,True,True,True,True,True,True,"Iovance Biotherapeutics, Inc.",Health Care,US,USD,US $1bn+,0.02224692039566771,0.9698660714285714,0.6227678571428571,0.9642857142857143,0.6540178571428571,0.802734375,24
PVLA,157.24000549316406,148.38190048217774,126.60656682332356,118.87862525939941,157.77000427246094,54.5099983215332,0.44694955500697375,0.17002757799904922,0.7108040390383261,1.904322262021088,31.597669588756002,94.8,True,8,True,True,True,True,True,True,True,True,"Palvella Therapeutics, Inc.",Health Care,US,USD,US $1bn+,0.0033593127016818326,0.8504464285714286,0.8415178571428571,0.9174107142857143,0.5982142857142857,0.8018973214285714,25
PSX,255.08999633789062,214.27840087890624,184.03367502848306,171.98402683258055,256.0899963378906,124.66630554199219,0.39332528832551783,0.5370570379506738,0.8390211909695378,0.9712272325348668,41.03017986530478,93.2,True,8,True,True,True,True,True,True,True,True,Phillips 66,Energy,US,USD,US $1bn+,0.0039048772474524094,0.7879464285714286,0.8370535714285714,0.7522321428571429,0.8102678571428571,0.796875,26
FBRX,76.98999786376953,52.73780002593994,35.38873339335124,32.21490003108978,76.98999786376953,10.300000190734863,2.585933876387281,1.70710254634391,3.1808305205595913,5.804242219968466,18.00654827656898,98.8,True,8,True,True,True,True,True,True,True,True,"Forte Biosciences, Inc.",Health Care,US,USD,US $1bn+,0.0,0.9921875,0.9375,0.9866071428571429,0.25669642857142855,0.7932477678571428,27
BGEO.L,13620.0,12174.4,11114.828567708333,10643.09123046875,13620.0,7272.5263671875,0.3173102497763378,0.2612098712156823,0.5018905440062993,0.9055428999505541,47.3441728470798,89.0,True,8,True,True,True,True,True,True,True,True,Lion Finance Group PLC,Financial Services,UK,GBp,UK $1bn+,0.0,0.6305803571428571,0.9375,0.7254464285714286,0.8794642857142857,0.7932477678571428,28
RPRX,63.959999084472656,58.92435592651367,52.352969843546546,49.0447555732727,63.959999084472656,34.374000549316406,0.14480043506804074,0.4147261296032181,0.6307864209239677,0.7598572274859132,98.82793773290824,87.0,True,8,True,True,True,True,True,True,True,True,Royalty Pharma plc,Health Care,US,USD,US $1bn+,0.0,0.5591517857142857,0.9375,0.6450892857142857,1.0,0.7854352678571428,29
